,timestamp,demand,charge,discharge,battery_e
0,2019-01-01 00:00:00,666.72,92.50000082561965,0.0,64.75000182601777
1,2019-01-01 00:15:00,665.28,89.94105222947982,0.0,127.70873936105174
2,2019-01-01 00:30:00,679.68,21.899222563069316,0.0,143.0381961337759
3,2019-01-01 00:45:00,676.8,75.80717817325022,0.0,196.10322183329762
4,2019-01-01 01:00:00,681.12,23.073096617640367,0.0,212.25439044411922
5,2019-01-01 01:15:00,685.44,64.96801441730265,0.0,257.73200151507825
6,2019-01-01 01:30:00,686.88,19.512260373094975,0.0,271.390584754903
7,2019-01-01 01:45:00,689.76,58.750982103772664,0.0,312.5162732066863
8,2019-01-01 02:00:00,689.76,18.52929268597956,0.0,325.4867790656994
9,2019-01-01 02:15:00,691.2,55.636487544856074,0.0,364.4323213263884
10,2019-01-01 02:30:00,685.44,24.52378724389811,0.0,381.598973376211
11,2019-01-01 02:45:00,682.56,62.727125015597274,0.0,425.5079618665846
12,2019-01-01 03:00:00,685.44,26.07314977229754,0.0,443.7591676863375
13,2019-01-01 03:15:00,678.24,65.60706186484495,0.0,489.68411197117706
14,2019-01-01 03:30:00,682.56,30.393212922324665,0.0,510.9593619959631
15,2019-01-01 03:45:00,672.48,70.0087849950049,0.0,559.9655124720083
16,2019-01-01 04:00:00,668.16,46.151489790943714,0.0,592.2715563054527
17,2019-01-01 04:15:00,666.72,74.46407503420916,0.0,644.3964098089054
18,2019-01-01 04:30:00,671.04,44.57619975141485,0.0,675.599750614054
19,2019-01-01 04:45:00,668.16,71.7835530097221,0.0,725.8482386996499
20,2019-01-01 05:00:00,676.8,40.056721776359495,0.0,753.8879449212917
21,2019-01-01 05:15:00,676.8,61.944582942976886,0.0,797.2491539590436
22,2019-01-01 05:30:00,684.0,34.05569184384632,0.0,821.0881392269525
23,2019-01-01 05:45:00,682.56,54.99970010925506,0.0,859.5879302802957
24,2019-01-01 06:00:00,692.64,26.60057467795758,0.0,878.2083335313625
25,2019-01-01 06:15:00,709.92,26.45976414399424,0.0,896.730169410434
26,2019-01-01 06:30:00,715.68,4.740510639473163,0.0,900.0485278385296
27,2019-01-01 06:45:00,712.8,22.56028468105478,0.0,915.840728094551
28,2019-01-01 07:00:00,721.44,0.0,8.582218165487922e-06,915.8407153947209
29,2019-01-01 07:15:00,730.08,5.28028468798352,0.0,919.5369156513067
30,2019-01-01 07:30:00,738.72,0.0,17.56754372068503,894.4404240349896
31,2019-01-01 07:45:00,738.72,0.0,3.0721782278457623,890.0515974063453
32,2019-01-01 08:00:00,753.12,0.0,32.28140946943821,843.9352975774882
33,2019-01-01 08:15:00,758.88,0.0,22.918312481352228,811.1948505886498
34,2019-01-01 08:30:00,763.2,0.0,42.67862532865822,750.2253852464445
35,2019-01-01 08:45:00,761.76,0.0,25.481096621708332,713.8238180570379
36,2019-01-01 09:00:00,758.88,0.0,38.67984659767088,658.5668937591906
37,2019-01-01 09:15:00,743.04,0.0,6.439875352518223,649.3670712398122
38,2019-01-01 09:30:00,744.48,0.0,24.602832428414516,614.2201671837064
39,2019-01-01 09:45:00,738.72,0.0,1.7968895151634596,611.6531815703933
40,2019-01-01 10:00:00,741.6,0.0,22.09077283105027,580.0949340818681
41,2019-01-01 10:15:00,741.6,0.0,4.308949119295765,573.9392918950772
42,2019-01-01 10:30:00,744.48,0.0,25.362067493071212,537.707766318026
43,2019-01-01 10:45:00,747.36,0.0,9.677654458500204,523.8825450760777
44,2019-01-01 11:00:00,751.68,0.0,32.96581985128861,476.78851613025427
45,2019-01-01 11:15:00,751.68,0.0,13.593902100456809,457.3686553999272
46,2019-01-01 11:30:00,744.48,0.0,26.1749570500946,419.97585902705083
47,2019-01-01 11:45:00,741.6,0.0,3.1047648989791243,415.5404800115271
48,2019-01-01 12:00:00,741.6,0.0,23.741321510826495,381.62430583741235
49,2019-01-01 12:15:00,740.16,0.0,1.2184004313332313,379.8837331995625
50,2019-01-01 12:30:00,740.16,0.0,22.96238016541212,347.0803323759089
51,2019-01-01 12:45:00,744.48,0.0,4.877341786724497,340.1127006645894
52,2019-01-01 13:00:00,741.6,0.0,25.140523083850127,304.1976671004368
53,2019-01-01 13:15:00,741.6,0.0,1.2591988631065458,302.39881099067014
54,2019-01-01 13:30:00,741.6,0.0,26.75348714636735,264.17954305160725
55,2019-01-01 13:45:00,757.44,0.0,15.486234808235427,242.0563498815089
56,2019-01-01 14:00:00,756.0,0.0,42.88539350780516,180.79150142648004
57,2019-01-01 14:15:00,756.0,0.0,12.314328447238395,163.1996030576665
58,2019-01-01 14:30:00,768.96,0.0,57.93545311748463,80.43466944557144
59,2019-01-01 14:45:00,802.08,0.0,56.304268836827276,0.0
60,2019-01-01 15:00:00,708.48,0.02359739769280051,0.0006159413248740279,0.01563735355678578
61,2019-01-01 15:15:00,712.8,0.010535638224524352,0.0006993713040414456,0.022013198292998058
62,2019-01-01 15:30:00,720.0,0.005624562302841484,0.000754353302542553,0.024872744193475786
63,2019-01-01 15:45:00,711.36,0.0059494522825098714,0.0007852898341851485,0.027915518071194394
64,2019-01-01 16:00:00,707.04,0.006328895673176652,0.0008216851339603315,0.031171909054352433
65,2019-01-01 16:15:00,708.48,0.00613315850499834,0.0008460593391072632,0.034256463736818
66,2019-01-01 16:30:00,698.4,0.004868853435644104,0.0008733732459380477,0.03641698501060659
67,2019-01-01 16:45:00,695.52,0.004081773902651672,0.0008986960506720118,0.03799037518071054
68,2019-01-01 17:00:00,689.76,0.004120182862722736,0.0009277342675156156,0.039549168459767504
