,Date,period,demand,year,month,day,timestamp
0,2018-01-01,0,734.4,2018,1,1,2018-01-01 00:00:00
1,2018-01-01,15,731.52,2018,1,1,2018-01-01 00:15:00
2,2018-01-01,30,727.2,2018,1,1,2018-01-01 00:30:00
3,2018-01-01,45,735.84,2018,1,1,2018-01-01 00:45:00
4,2018-01-01,60,730.08,2018,1,1,2018-01-01 01:00:00
5,2018-01-01,75,728.64,2018,1,1,2018-01-01 01:15:00
6,2018-01-01,90,731.52,2018,1,1,2018-01-01 01:30:00
7,2018-01-01,105,730.08,2018,1,1,2018-01-01 01:45:00
8,2018-01-01,120,730.08,2018,1,1,2018-01-01 02:00:00
9,2018-01-01,135,732.96,2018,1,1,2018-01-01 02:15:00
10,2018-01-01,150,724.32,2018,1,1,2018-01-01 02:30:00
11,2018-01-01,165,732.96,2018,1,1,2018-01-01 02:45:00
12,2018-01-01,180,731.52,2018,1,1,2018-01-01 03:00:00
13,2018-01-01,195,730.08,2018,1,1,2018-01-01 03:15:00
14,2018-01-01,210,734.4,2018,1,1,2018-01-01 03:30:00
15,2018-01-01,225,734.4,2018,1,1,2018-01-01 03:45:00
16,2018-01-01,240,731.52,2018,1,1,2018-01-01 04:00:00
17,2018-01-01,255,734.4,2018,1,1,2018-01-01 04:15:00
18,2018-01-01,270,730.08,2018,1,1,2018-01-01 04:30:00
19,2018-01-01,285,732.96,2018,1,1,2018-01-01 04:45:00
20,2018-01-01,300,743.04,2018,1,1,2018-01-01 05:00:00
21,2018-01-01,315,735.84,2018,1,1,2018-01-01 05:15:00
22,2018-01-01,330,735.84,2018,1,1,2018-01-01 05:30:00
23,2018-01-01,345,745.92,2018,1,1,2018-01-01 05:45:00
24,2018-01-01,360,738.72,2018,1,1,2018-01-01 06:00:00
25,2018-01-01,375,747.36,2018,1,1,2018-01-01 06:15:00
26,2018-01-01,390,750.24,2018,1,1,2018-01-01 06:30:00
27,2018-01-01,405,747.36,2018,1,1,2018-01-01 06:45:00
28,2018-01-01,420,767.52,2018,1,1,2018-01-01 07:00:00
29,2018-01-01,435,771.84,2018,1,1,2018-01-01 07:15:00
30,2018-01-01,450,763.2,2018,1,1,2018-01-01 07:30:00
31,2018-01-01,465,771.84,2018,1,1,2018-01-01 07:45:00
32,2018-01-01,480,768.96,2018,1,1,2018-01-01 08:00:00
33,2018-01-01,495,768.96,2018,1,1,2018-01-01 08:15:00
34,2018-01-01,510,770.4,2018,1,1,2018-01-01 08:30:00
35,2018-01-01,525,770.4,2018,1,1,2018-01-01 08:45:00
36,2018-01-01,540,770.4,2018,1,1,2018-01-01 09:00:00
37,2018-01-01,555,773.28,2018,1,1,2018-01-01 09:15:00
38,2018-01-01,570,768.96,2018,1,1,2018-01-01 09:30:00
39,2018-01-01,585,784.8,2018,1,1,2018-01-01 09:45:00
40,2018-01-01,600,787.68,2018,1,1,2018-01-01 10:00:00
41,2018-01-01,615,787.68,2018,1,1,2018-01-01 10:15:00
42,2018-01-01,630,790.56,2018,1,1,2018-01-01 10:30:00
43,2018-01-01,645,793.44,2018,1,1,2018-01-01 10:45:00
44,2018-01-01,660,787.68,2018,1,1,2018-01-01 11:00:00
45,2018-01-01,675,794.88,2018,1,1,2018-01-01 11:15:00
46,2018-01-01,690,794.88,2018,1,1,2018-01-01 11:30:00
47,2018-01-01,705,787.68,2018,1,1,2018-01-01 11:45:00
48,2018-01-01,720,792.0,2018,1,1,2018-01-01 12:00:00
49,2018-01-01,735,789.12,2018,1,1,2018-01-01 12:15:00
50,2018-01-01,750,781.92,2018,1,1,2018-01-01 12:30:00
51,2018-01-01,765,794.88,2018,1,1,2018-01-01 12:45:00
52,2018-01-01,780,789.12,2018,1,1,2018-01-01 13:00:00
53,2018-01-01,795,784.8,2018,1,1,2018-01-01 13:15:00
54,2018-01-01,810,793.44,2018,1,1,2018-01-01 13:30:00
55,2018-01-01,825,784.8,2018,1,1,2018-01-01 13:45:00
56,2018-01-01,840,784.8,2018,1,1,2018-01-01 14:00:00
57,2018-01-01,855,780.48,2018,1,1,2018-01-01 14:15:00
58,2018-01-01,870,779.04,2018,1,1,2018-01-01 14:30:00
59,2018-01-01,885,774.72,2018,1,1,2018-01-01 14:45:00
60,2018-01-01,900,773.28,2018,1,1,2018-01-01 15:00:00
61,2018-01-01,915,777.6,2018,1,1,2018-01-01 15:15:00
62,2018-01-01,930,777.6,2018,1,1,2018-01-01 15:30:00
63,2018-01-01,945,771.84,2018,1,1,2018-01-01 15:45:00
64,2018-01-01,960,771.84,2018,1,1,2018-01-01 16:00:00
65,2018-01-01,975,774.72,2018,1,1,2018-01-01 16:15:00
66,2018-01-01,990,781.92,2018,1,1,2018-01-01 16:30:00
67,2018-01-01,1005,781.92,2018,1,1,2018-01-01 16:45:00
68,2018-01-01,1020,774.72,2018,1,1,2018-01-01 17:00:00
69,2018-01-01,1035,768.96,2018,1,1,2018-01-01 17:15:00
70,2018-01-01,1050,771.84,2018,1,1,2018-01-01 17:30:00
71,2018-01-01,1065,770.4,2018,1,1,2018-01-01 17:45:00
72,2018-01-01,1080,773.28,2018,1,1,2018-01-01 18:00:00
73,2018-01-01,1095,768.96,2018,1,1,2018-01-01 18:15:00
74,2018-01-01,1110,779.04,2018,1,1,2018-01-01 18:30:00
75,2018-01-01,1125,773.28,2018,1,1,2018-01-01 18:45:00
76,2018-01-01,1140,758.88,2018,1,1,2018-01-01 19:00:00
77,2018-01-01,1155,747.36,2018,1,1,2018-01-01 19:15:00
78,2018-01-01,1170,745.92,2018,1,1,2018-01-01 19:30:00
79,2018-01-01,1185,734.4,2018,1,1,2018-01-01 19:45:00
80,2018-01-01,1200,740.16,2018,1,1,2018-01-01 20:00:00
81,2018-01-01,1215,732.96,2018,1,1,2018-01-01 20:15:00
82,2018-01-01,1230,735.84,2018,1,1,2018-01-01 20:30:00
83,2018-01-01,1245,734.4,2018,1,1,2018-01-01 20:45:00
84,2018-01-01,1260,730.08,2018,1,1,2018-01-01 21:00:00
85,2018-01-01,1275,730.08,2018,1,1,2018-01-01 21:15:00
86,2018-01-01,1290,740.16,2018,1,1,2018-01-01 21:30:00
87,2018-01-01,1305,741.6,2018,1,1,2018-01-01 21:45:00
88,2018-01-01,1320,734.4,2018,1,1,2018-01-01 22:00:00
89,2018-01-01,1335,735.84,2018,1,1,2018-01-01 22:15:00
90,2018-01-01,1350,735.84,2018,1,1,2018-01-01 22:30:00
91,2018-01-01,1365,730.08,2018,1,1,2018-01-01 22:45:00
92,2018-01-01,1380,725.76,2018,1,1,2018-01-01 23:00:00
93,2018-01-01,1395,731.52,2018,1,1,2018-01-01 23:15:00
94,2018-01-01,1410,728.64,2018,1,1,2018-01-01 23:30:00
95,2018-01-01,1425,724.32,2018,1,1,2018-01-01 23:45:00
96,2018-01-02,0,728.64,2018,1,2,2018-01-02 00:00:00
97,2018-01-02,15,727.2,2018,1,2,2018-01-02 00:15:00
98,2018-01-02,30,728.64,2018,1,2,2018-01-02 00:30:00
99,2018-01-02,45,727.2,2018,1,2,2018-01-02 00:45:00
100,2018-01-02,60,732.96,2018,1,2,2018-01-02 01:00:00
101,2018-01-02,75,734.4,2018,1,2,2018-01-02 01:15:00
102,2018-01-02,90,734.4,2018,1,2,2018-01-02 01:30:00
103,2018-01-02,105,737.28,2018,1,2,2018-01-02 01:45:00
104,2018-01-02,120,738.72,2018,1,2,2018-01-02 02:00:00
105,2018-01-02,135,734.4,2018,1,2,2018-01-02 02:15:00
106,2018-01-02,150,731.52,2018,1,2,2018-01-02 02:30:00
107,2018-01-02,165,727.2,2018,1,2,2018-01-02 02:45:00
108,2018-01-02,180,722.88,2018,1,2,2018-01-02 03:00:00
109,2018-01-02,195,721.44,2018,1,2,2018-01-02 03:15:00
110,2018-01-02,210,731.52,2018,1,2,2018-01-02 03:30:00
111,2018-01-02,225,731.52,2018,1,2,2018-01-02 03:45:00
112,2018-01-02,240,727.2,2018,1,2,2018-01-02 04:00:00
113,2018-01-02,255,722.88,2018,1,2,2018-01-02 04:15:00
114,2018-01-02,270,725.76,2018,1,2,2018-01-02 04:30:00
115,2018-01-02,285,724.32,2018,1,2,2018-01-02 04:45:00
116,2018-01-02,300,730.08,2018,1,2,2018-01-02 05:00:00
117,2018-01-02,315,734.4,2018,1,2,2018-01-02 05:15:00
118,2018-01-02,330,728.64,2018,1,2,2018-01-02 05:30:00
119,2018-01-02,345,743.04,2018,1,2,2018-01-02 05:45:00
120,2018-01-02,360,768.96,2018,1,2,2018-01-02 06:00:00
121,2018-01-02,375,771.84,2018,1,2,2018-01-02 06:15:00
122,2018-01-02,390,768.96,2018,1,2,2018-01-02 06:30:00
123,2018-01-02,405,773.28,2018,1,2,2018-01-02 06:45:00
124,2018-01-02,420,776.16,2018,1,2,2018-01-02 07:00:00
125,2018-01-02,435,783.36,2018,1,2,2018-01-02 07:15:00
126,2018-01-02,450,781.92,2018,1,2,2018-01-02 07:30:00
127,2018-01-02,465,783.36,2018,1,2,2018-01-02 07:45:00
128,2018-01-02,480,783.36,2018,1,2,2018-01-02 08:00:00
129,2018-01-02,495,777.6,2018,1,2,2018-01-02 08:15:00
130,2018-01-02,510,780.48,2018,1,2,2018-01-02 08:30:00
131,2018-01-02,525,783.36,2018,1,2,2018-01-02 08:45:00
132,2018-01-02,540,784.8,2018,1,2,2018-01-02 09:00:00
133,2018-01-02,555,787.68,2018,1,2,2018-01-02 09:15:00
134,2018-01-02,570,793.44,2018,1,2,2018-01-02 09:30:00
135,2018-01-02,585,794.88,2018,1,2,2018-01-02 09:45:00
136,2018-01-02,600,794.88,2018,1,2,2018-01-02 10:00:00
137,2018-01-02,615,793.44,2018,1,2,2018-01-02 10:15:00
138,2018-01-02,630,790.56,2018,1,2,2018-01-02 10:30:00
139,2018-01-02,645,793.44,2018,1,2,2018-01-02 10:45:00
140,2018-01-02,660,799.2,2018,1,2,2018-01-02 11:00:00
141,2018-01-02,675,794.88,2018,1,2,2018-01-02 11:15:00
142,2018-01-02,690,796.32,2018,1,2,2018-01-02 11:30:00
143,2018-01-02,705,792.0,2018,1,2,2018-01-02 11:45:00
144,2018-01-02,720,792.0,2018,1,2,2018-01-02 12:00:00
145,2018-01-02,735,796.32,2018,1,2,2018-01-02 12:15:00
146,2018-01-02,750,796.32,2018,1,2,2018-01-02 12:30:00
147,2018-01-02,765,793.44,2018,1,2,2018-01-02 12:45:00
148,2018-01-02,780,789.12,2018,1,2,2018-01-02 13:00:00
149,2018-01-02,795,789.12,2018,1,2,2018-01-02 13:15:00
150,2018-01-02,810,787.68,2018,1,2,2018-01-02 13:30:00
151,2018-01-02,825,793.44,2018,1,2,2018-01-02 13:45:00
152,2018-01-02,840,793.44,2018,1,2,2018-01-02 14:00:00
153,2018-01-02,855,792.0,2018,1,2,2018-01-02 14:15:00
154,2018-01-02,870,794.88,2018,1,2,2018-01-02 14:30:00
155,2018-01-02,885,790.56,2018,1,2,2018-01-02 14:45:00
156,2018-01-02,900,799.2,2018,1,2,2018-01-02 15:00:00
157,2018-01-02,915,792.0,2018,1,2,2018-01-02 15:15:00
158,2018-01-02,930,796.32,2018,1,2,2018-01-02 15:30:00
159,2018-01-02,945,797.76,2018,1,2,2018-01-02 15:45:00
160,2018-01-02,960,799.2,2018,1,2,2018-01-02 16:00:00
161,2018-01-02,975,800.64,2018,1,2,2018-01-02 16:15:00
162,2018-01-02,990,799.2,2018,1,2,2018-01-02 16:30:00
163,2018-01-02,1005,797.76,2018,1,2,2018-01-02 16:45:00
164,2018-01-02,1020,799.2,2018,1,2,2018-01-02 17:00:00
165,2018-01-02,1035,802.08,2018,1,2,2018-01-02 17:15:00
166,2018-01-02,1050,799.2,2018,1,2,2018-01-02 17:30:00
167,2018-01-02,1065,797.76,2018,1,2,2018-01-02 17:45:00
168,2018-01-02,1080,802.08,2018,1,2,2018-01-02 18:00:00
169,2018-01-02,1095,794.88,2018,1,2,2018-01-02 18:15:00
170,2018-01-02,1110,792.0,2018,1,2,2018-01-02 18:30:00
171,2018-01-02,1125,789.12,2018,1,2,2018-01-02 18:45:00
172,2018-01-02,1140,764.64,2018,1,2,2018-01-02 19:00:00
173,2018-01-02,1155,757.44,2018,1,2,2018-01-02 19:15:00
174,2018-01-02,1170,758.88,2018,1,2,2018-01-02 19:30:00
175,2018-01-02,1185,756.0,2018,1,2,2018-01-02 19:45:00
176,2018-01-02,1200,753.12,2018,1,2,2018-01-02 20:00:00
177,2018-01-02,1215,745.92,2018,1,2,2018-01-02 20:15:00
178,2018-01-02,1230,750.24,2018,1,2,2018-01-02 20:30:00
179,2018-01-02,1245,748.8,2018,1,2,2018-01-02 20:45:00
180,2018-01-02,1260,745.92,2018,1,2,2018-01-02 21:00:00
181,2018-01-02,1275,743.04,2018,1,2,2018-01-02 21:15:00
182,2018-01-02,1290,743.04,2018,1,2,2018-01-02 21:30:00
183,2018-01-02,1305,741.6,2018,1,2,2018-01-02 21:45:00
184,2018-01-02,1320,741.6,2018,1,2,2018-01-02 22:00:00
185,2018-01-02,1335,738.72,2018,1,2,2018-01-02 22:15:00
186,2018-01-02,1350,750.24,2018,1,2,2018-01-02 22:30:00
187,2018-01-02,1365,743.04,2018,1,2,2018-01-02 22:45:00
188,2018-01-02,1380,750.24,2018,1,2,2018-01-02 23:00:00
189,2018-01-02,1395,738.72,2018,1,2,2018-01-02 23:15:00
190,2018-01-02,1410,738.72,2018,1,2,2018-01-02 23:30:00
191,2018-01-02,1425,743.04,2018,1,2,2018-01-02 23:45:00
192,2018-01-03,0,745.92,2018,1,3,2018-01-03 00:00:00
193,2018-01-03,15,743.04,2018,1,3,2018-01-03 00:15:00
194,2018-01-03,30,745.92,2018,1,3,2018-01-03 00:30:00
195,2018-01-03,45,744.48,2018,1,3,2018-01-03 00:45:00
196,2018-01-03,60,741.6,2018,1,3,2018-01-03 01:00:00
197,2018-01-03,75,734.4,2018,1,3,2018-01-03 01:15:00
198,2018-01-03,90,735.84,2018,1,3,2018-01-03 01:30:00
199,2018-01-03,105,734.4,2018,1,3,2018-01-03 01:45:00
200,2018-01-03,120,738.72,2018,1,3,2018-01-03 02:00:00
201,2018-01-03,135,737.28,2018,1,3,2018-01-03 02:15:00
202,2018-01-03,150,732.96,2018,1,3,2018-01-03 02:30:00
203,2018-01-03,165,735.84,2018,1,3,2018-01-03 02:45:00
204,2018-01-03,180,735.84,2018,1,3,2018-01-03 03:00:00
205,2018-01-03,195,731.52,2018,1,3,2018-01-03 03:15:00
206,2018-01-03,210,732.96,2018,1,3,2018-01-03 03:30:00
207,2018-01-03,225,728.64,2018,1,3,2018-01-03 03:45:00
208,2018-01-03,240,730.08,2018,1,3,2018-01-03 04:00:00
209,2018-01-03,255,731.52,2018,1,3,2018-01-03 04:15:00
210,2018-01-03,270,731.52,2018,1,3,2018-01-03 04:30:00
211,2018-01-03,285,727.2,2018,1,3,2018-01-03 04:45:00
212,2018-01-03,300,737.28,2018,1,3,2018-01-03 05:00:00
213,2018-01-03,315,741.6,2018,1,3,2018-01-03 05:15:00
214,2018-01-03,330,743.04,2018,1,3,2018-01-03 05:30:00
215,2018-01-03,345,741.6,2018,1,3,2018-01-03 05:45:00
216,2018-01-03,360,751.68,2018,1,3,2018-01-03 06:00:00
217,2018-01-03,375,753.12,2018,1,3,2018-01-03 06:15:00
218,2018-01-03,390,747.36,2018,1,3,2018-01-03 06:30:00
219,2018-01-03,405,748.8,2018,1,3,2018-01-03 06:45:00
220,2018-01-03,420,761.76,2018,1,3,2018-01-03 07:00:00
221,2018-01-03,435,771.84,2018,1,3,2018-01-03 07:15:00
222,2018-01-03,450,774.72,2018,1,3,2018-01-03 07:30:00
223,2018-01-03,465,783.36,2018,1,3,2018-01-03 07:45:00
224,2018-01-03,480,780.48,2018,1,3,2018-01-03 08:00:00
225,2018-01-03,495,784.8,2018,1,3,2018-01-03 08:15:00
226,2018-01-03,510,790.56,2018,1,3,2018-01-03 08:30:00
227,2018-01-03,525,794.88,2018,1,3,2018-01-03 08:45:00
228,2018-01-03,540,799.2,2018,1,3,2018-01-03 09:00:00
229,2018-01-03,555,797.76,2018,1,3,2018-01-03 09:15:00
230,2018-01-03,570,783.36,2018,1,3,2018-01-03 09:30:00
231,2018-01-03,585,787.68,2018,1,3,2018-01-03 09:45:00
232,2018-01-03,600,786.24,2018,1,3,2018-01-03 10:00:00
233,2018-01-03,615,786.24,2018,1,3,2018-01-03 10:15:00
234,2018-01-03,630,790.56,2018,1,3,2018-01-03 10:30:00
235,2018-01-03,645,794.88,2018,1,3,2018-01-03 10:45:00
236,2018-01-03,660,792.0,2018,1,3,2018-01-03 11:00:00
237,2018-01-03,675,789.12,2018,1,3,2018-01-03 11:15:00
238,2018-01-03,690,800.64,2018,1,3,2018-01-03 11:30:00
239,2018-01-03,705,819.36,2018,1,3,2018-01-03 11:45:00
240,2018-01-03,720,812.16,2018,1,3,2018-01-03 12:00:00
241,2018-01-03,735,816.48,2018,1,3,2018-01-03 12:15:00
242,2018-01-03,750,815.04,2018,1,3,2018-01-03 12:30:00
243,2018-01-03,765,807.84,2018,1,3,2018-01-03 12:45:00
244,2018-01-03,780,802.08,2018,1,3,2018-01-03 13:00:00
245,2018-01-03,795,804.96,2018,1,3,2018-01-03 13:15:00
246,2018-01-03,810,806.4,2018,1,3,2018-01-03 13:30:00
247,2018-01-03,825,807.84,2018,1,3,2018-01-03 13:45:00
248,2018-01-03,840,806.4,2018,1,3,2018-01-03 14:00:00
249,2018-01-03,855,806.4,2018,1,3,2018-01-03 14:15:00
250,2018-01-03,870,804.96,2018,1,3,2018-01-03 14:30:00
251,2018-01-03,885,807.84,2018,1,3,2018-01-03 14:45:00
252,2018-01-03,900,796.32,2018,1,3,2018-01-03 15:00:00
253,2018-01-03,915,802.08,2018,1,3,2018-01-03 15:15:00
254,2018-01-03,930,803.52,2018,1,3,2018-01-03 15:30:00
255,2018-01-03,945,796.32,2018,1,3,2018-01-03 15:45:00
256,2018-01-03,960,792.0,2018,1,3,2018-01-03 16:00:00
257,2018-01-03,975,796.32,2018,1,3,2018-01-03 16:15:00
258,2018-01-03,990,797.76,2018,1,3,2018-01-03 16:30:00
259,2018-01-03,1005,793.44,2018,1,3,2018-01-03 16:45:00
260,2018-01-03,1020,796.32,2018,1,3,2018-01-03 17:00:00
261,2018-01-03,1035,792.0,2018,1,3,2018-01-03 17:15:00
262,2018-01-03,1050,797.76,2018,1,3,2018-01-03 17:30:00
263,2018-01-03,1065,787.68,2018,1,3,2018-01-03 17:45:00
264,2018-01-03,1080,781.92,2018,1,3,2018-01-03 18:00:00
265,2018-01-03,1095,777.6,2018,1,3,2018-01-03 18:15:00
266,2018-01-03,1110,786.24,2018,1,3,2018-01-03 18:30:00
267,2018-01-03,1125,774.72,2018,1,3,2018-01-03 18:45:00
268,2018-01-03,1140,751.68,2018,1,3,2018-01-03 19:00:00
269,2018-01-03,1155,741.6,2018,1,3,2018-01-03 19:15:00
270,2018-01-03,1170,743.04,2018,1,3,2018-01-03 19:30:00
271,2018-01-03,1185,740.16,2018,1,3,2018-01-03 19:45:00
272,2018-01-03,1200,738.72,2018,1,3,2018-01-03 20:00:00
273,2018-01-03,1215,730.08,2018,1,3,2018-01-03 20:15:00
274,2018-01-03,1230,728.64,2018,1,3,2018-01-03 20:30:00
275,2018-01-03,1245,732.96,2018,1,3,2018-01-03 20:45:00
276,2018-01-03,1260,728.64,2018,1,3,2018-01-03 21:00:00
277,2018-01-03,1275,724.32,2018,1,3,2018-01-03 21:15:00
278,2018-01-03,1290,734.4,2018,1,3,2018-01-03 21:30:00
279,2018-01-03,1305,732.96,2018,1,3,2018-01-03 21:45:00
280,2018-01-03,1320,721.44,2018,1,3,2018-01-03 22:00:00
281,2018-01-03,1335,714.24,2018,1,3,2018-01-03 22:15:00
282,2018-01-03,1350,721.44,2018,1,3,2018-01-03 22:30:00
283,2018-01-03,1365,725.76,2018,1,3,2018-01-03 22:45:00
284,2018-01-03,1380,727.2,2018,1,3,2018-01-03 23:00:00
285,2018-01-03,1395,724.32,2018,1,3,2018-01-03 23:15:00
286,2018-01-03,1410,731.52,2018,1,3,2018-01-03 23:30:00
287,2018-01-03,1425,722.88,2018,1,3,2018-01-03 23:45:00
288,2018-01-04,0,718.56,2018,1,4,2018-01-04 00:00:00
289,2018-01-04,15,718.56,2018,1,4,2018-01-04 00:15:00
290,2018-01-04,30,724.32,2018,1,4,2018-01-04 00:30:00
291,2018-01-04,45,727.2,2018,1,4,2018-01-04 00:45:00
292,2018-01-04,60,720.0,2018,1,4,2018-01-04 01:00:00
293,2018-01-04,75,724.32,2018,1,4,2018-01-04 01:15:00
294,2018-01-04,90,725.76,2018,1,4,2018-01-04 01:30:00
295,2018-01-04,105,720.0,2018,1,4,2018-01-04 01:45:00
296,2018-01-04,120,715.68,2018,1,4,2018-01-04 02:00:00
297,2018-01-04,135,712.8,2018,1,4,2018-01-04 02:15:00
298,2018-01-04,150,714.24,2018,1,4,2018-01-04 02:30:00
299,2018-01-04,165,712.8,2018,1,4,2018-01-04 02:45:00
300,2018-01-04,180,714.24,2018,1,4,2018-01-04 03:00:00
301,2018-01-04,195,718.56,2018,1,4,2018-01-04 03:15:00
302,2018-01-04,210,721.44,2018,1,4,2018-01-04 03:30:00
303,2018-01-04,225,709.92,2018,1,4,2018-01-04 03:45:00
304,2018-01-04,240,708.48,2018,1,4,2018-01-04 04:00:00
305,2018-01-04,255,704.16,2018,1,4,2018-01-04 04:15:00
306,2018-01-04,270,709.92,2018,1,4,2018-01-04 04:30:00
307,2018-01-04,285,717.12,2018,1,4,2018-01-04 04:45:00
308,2018-01-04,300,720.0,2018,1,4,2018-01-04 05:00:00
309,2018-01-04,315,720.0,2018,1,4,2018-01-04 05:15:00
310,2018-01-04,330,721.44,2018,1,4,2018-01-04 05:30:00
311,2018-01-04,345,721.44,2018,1,4,2018-01-04 05:45:00
312,2018-01-04,360,730.08,2018,1,4,2018-01-04 06:00:00
313,2018-01-04,375,731.52,2018,1,4,2018-01-04 06:15:00
314,2018-01-04,390,738.72,2018,1,4,2018-01-04 06:30:00
315,2018-01-04,405,743.04,2018,1,4,2018-01-04 06:45:00
316,2018-01-04,420,758.88,2018,1,4,2018-01-04 07:00:00
317,2018-01-04,435,774.72,2018,1,4,2018-01-04 07:15:00
318,2018-01-04,450,780.48,2018,1,4,2018-01-04 07:30:00
319,2018-01-04,465,787.68,2018,1,4,2018-01-04 07:45:00
320,2018-01-04,480,799.2,2018,1,4,2018-01-04 08:00:00
321,2018-01-04,495,802.08,2018,1,4,2018-01-04 08:15:00
322,2018-01-04,510,793.44,2018,1,4,2018-01-04 08:30:00
323,2018-01-04,525,800.64,2018,1,4,2018-01-04 08:45:00
324,2018-01-04,540,809.28,2018,1,4,2018-01-04 09:00:00
325,2018-01-04,555,815.04,2018,1,4,2018-01-04 09:15:00
326,2018-01-04,570,820.8,2018,1,4,2018-01-04 09:30:00
327,2018-01-04,585,822.24,2018,1,4,2018-01-04 09:45:00
328,2018-01-04,600,817.92,2018,1,4,2018-01-04 10:00:00
329,2018-01-04,615,816.48,2018,1,4,2018-01-04 10:15:00
330,2018-01-04,630,820.8,2018,1,4,2018-01-04 10:30:00
331,2018-01-04,645,819.36,2018,1,4,2018-01-04 10:45:00
332,2018-01-04,660,816.48,2018,1,4,2018-01-04 11:00:00
333,2018-01-04,675,822.24,2018,1,4,2018-01-04 11:15:00
334,2018-01-04,690,822.24,2018,1,4,2018-01-04 11:30:00
335,2018-01-04,705,830.88,2018,1,4,2018-01-04 11:45:00
336,2018-01-04,720,828.0,2018,1,4,2018-01-04 12:00:00
337,2018-01-04,735,823.68,2018,1,4,2018-01-04 12:15:00
338,2018-01-04,750,817.92,2018,1,4,2018-01-04 12:30:00
339,2018-01-04,765,815.04,2018,1,4,2018-01-04 12:45:00
340,2018-01-04,780,816.48,2018,1,4,2018-01-04 13:00:00
341,2018-01-04,795,817.92,2018,1,4,2018-01-04 13:15:00
342,2018-01-04,810,816.48,2018,1,4,2018-01-04 13:30:00
343,2018-01-04,825,813.6,2018,1,4,2018-01-04 13:45:00
344,2018-01-04,840,816.48,2018,1,4,2018-01-04 14:00:00
345,2018-01-04,855,817.92,2018,1,4,2018-01-04 14:15:00
346,2018-01-04,870,820.8,2018,1,4,2018-01-04 14:30:00
347,2018-01-04,885,813.6,2018,1,4,2018-01-04 14:45:00
348,2018-01-04,900,810.72,2018,1,4,2018-01-04 15:00:00
349,2018-01-04,915,815.04,2018,1,4,2018-01-04 15:15:00
350,2018-01-04,930,807.84,2018,1,4,2018-01-04 15:30:00
351,2018-01-04,945,806.4,2018,1,4,2018-01-04 15:45:00
352,2018-01-04,960,804.96,2018,1,4,2018-01-04 16:00:00
353,2018-01-04,975,803.52,2018,1,4,2018-01-04 16:15:00
354,2018-01-04,990,803.52,2018,1,4,2018-01-04 16:30:00
355,2018-01-04,1005,809.28,2018,1,4,2018-01-04 16:45:00
356,2018-01-04,1020,809.28,2018,1,4,2018-01-04 17:00:00
357,2018-01-04,1035,812.16,2018,1,4,2018-01-04 17:15:00
358,2018-01-04,1050,804.96,2018,1,4,2018-01-04 17:30:00
359,2018-01-04,1065,804.96,2018,1,4,2018-01-04 17:45:00
360,2018-01-04,1080,803.52,2018,1,4,2018-01-04 18:00:00
361,2018-01-04,1095,803.52,2018,1,4,2018-01-04 18:15:00
362,2018-01-04,1110,804.96,2018,1,4,2018-01-04 18:30:00
363,2018-01-04,1125,794.88,2018,1,4,2018-01-04 18:45:00
364,2018-01-04,1140,766.08,2018,1,4,2018-01-04 19:00:00
365,2018-01-04,1155,764.64,2018,1,4,2018-01-04 19:15:00
366,2018-01-04,1170,763.2,2018,1,4,2018-01-04 19:30:00
367,2018-01-04,1185,756.0,2018,1,4,2018-01-04 19:45:00
368,2018-01-04,1200,754.56,2018,1,4,2018-01-04 20:00:00
369,2018-01-04,1215,751.68,2018,1,4,2018-01-04 20:15:00
370,2018-01-04,1230,753.12,2018,1,4,2018-01-04 20:30:00
371,2018-01-04,1245,747.36,2018,1,4,2018-01-04 20:45:00
372,2018-01-04,1260,743.04,2018,1,4,2018-01-04 21:00:00
373,2018-01-04,1275,751.68,2018,1,4,2018-01-04 21:15:00
374,2018-01-04,1290,747.36,2018,1,4,2018-01-04 21:30:00
375,2018-01-04,1305,744.48,2018,1,4,2018-01-04 21:45:00
376,2018-01-04,1320,735.84,2018,1,4,2018-01-04 22:00:00
377,2018-01-04,1335,734.4,2018,1,4,2018-01-04 22:15:00
378,2018-01-04,1350,741.6,2018,1,4,2018-01-04 22:30:00
379,2018-01-04,1365,743.04,2018,1,4,2018-01-04 22:45:00
380,2018-01-04,1380,738.72,2018,1,4,2018-01-04 23:00:00
381,2018-01-04,1395,741.6,2018,1,4,2018-01-04 23:15:00
382,2018-01-04,1410,740.16,2018,1,4,2018-01-04 23:30:00
383,2018-01-04,1425,735.84,2018,1,4,2018-01-04 23:45:00
384,2018-01-05,0,745.92,2018,1,5,2018-01-05 00:00:00
385,2018-01-05,15,743.04,2018,1,5,2018-01-05 00:15:00
386,2018-01-05,30,744.48,2018,1,5,2018-01-05 00:30:00
387,2018-01-05,45,741.6,2018,1,5,2018-01-05 00:45:00
388,2018-01-05,60,737.28,2018,1,5,2018-01-05 01:00:00
389,2018-01-05,75,743.04,2018,1,5,2018-01-05 01:15:00
390,2018-01-05,90,747.36,2018,1,5,2018-01-05 01:30:00
391,2018-01-05,105,748.8,2018,1,5,2018-01-05 01:45:00
392,2018-01-05,120,740.16,2018,1,5,2018-01-05 02:00:00
393,2018-01-05,135,737.28,2018,1,5,2018-01-05 02:15:00
394,2018-01-05,150,735.84,2018,1,5,2018-01-05 02:30:00
395,2018-01-05,165,735.84,2018,1,5,2018-01-05 02:45:00
