Date,TotalDemand [kWh],Period01 [kWh],Period02 [kWh],Period03 [kWh],Period04 [kWh],Period05 [kWh],Period06 [kWh],Period07 [kWh],Period08 [kWh],Period09 [kWh],Period10 [kWh],Period11 [kWh],Period12 [kWh],Period13 [kWh],Period14 [kWh],Period15 [kWh],Period16 [kWh],Period17 [kWh],Period18 [kWh],Period19 [kWh],Period20 [kWh],Period21 [kWh],Period22 [kWh],Period23 [kWh],Period24 [kWh],Period25 [kWh],Period26 [kWh],Period27 [kWh],Period28 [kWh],Period29 [kWh],Period30 [kWh],Period31 [kWh],Period32 [kWh],Period33 [kWh],Period34 [kWh],Period35 [kWh],Period36 [kWh],Period37 [kWh],Period38 [kWh],Period39 [kWh],Period40 [kWh],Period41 [kWh],Period42 [kWh],Period43 [kWh],Period44 [kWh],Period45 [kWh],Period46 [kWh],Period47 [kWh],Period48 [kWh],Period49 [kWh],Period50 [kWh],Period51 [kWh],Period52 [kWh],Period53 [kWh],Period54 [kWh],Period55 [kWh],Period56 [kWh],Period57 [kWh],Period58 [kWh],Period59 [kWh],Period60 [kWh],Period61 [kWh],Period62 [kWh],Period63 [kWh],Period64 [kWh],Period65 [kWh],Period66 [kWh],Period67 [kWh],Period68 [kWh],Period69 [kWh],Period70 [kWh],Period71 [kWh],Period72 [kWh],Period73 [kWh],Period74 [kWh],Period75 [kWh],Period76 [kWh],Period77 [kWh],Period78 [kWh],Period79 [kWh],Period80 [kWh],Period81 [kWh],Period82 [kWh],Period83 [kWh],Period84 [kWh],Period85 [kWh],Period86 [kWh],Period87 [kWh],Period88 [kWh],Period89 [kWh],Period90 [kWh],Period91 [kWh],Period92 [kWh],Period93 [kWh],Period94 [kWh],Period95 [kWh],Period96 [kWh]
03-Feb-2018,72534.24,745.92,744.48,757.44,760.32,744.48,737.28,743.04,743.04,745.92,741.6,743.04,743.04,741.6,741.6,744.48,740.16,737.28,730.08,738.72,734.4,734.4,730.08,734.4,737.28,745.92,747.36,751.68,763.2,766.08,757.44,764.64,766.08,763.2,750.24,753.12,754.56,757.44,756,760.32,763.2,748.8,761.76,764.64,779.04,771.84,767.52,773.28,774.72,768.96,758.88,773.28,779.04,773.28,776.16,781.92,776.16,780.48,770.4,777.6,780.48,773.28,770.4,773.28,768.96,766.08,773.28,777.6,777.6,780.48,781.92,779.04,776.16,763.2,763.2,763.2,764.64,758.88,753.12,753.12,747.36,745.92,743.04,745.92,747.36,741.6,745.92,741.6,743.04,743.04,732.96,737.28,743.04,731.52,725.76,727.2,721.44
04-Feb-2018,70983.36,714.24,717.12,717.12,724.32,728.64,720,717.12,712.8,718.56,728.64,721.44,720,730.08,728.64,721.44,712.8,714.24,714.24,715.68,712.8,708.48,712.8,709.92,712.8,725.76,724.32,725.76,732.96,735.84,738.72,745.92,740.16,732.96,734.4,738.72,732.96,743.04,744.48,744.48,741.6,740.16,735.84,734.4,743.04,737.28,740.16,745.92,741.6,743.04,741.6,743.04,741.6,745.92,740.16,747.36,750.24,751.68,748.8,745.92,748.8,748.8,753.12,757.44,750.24,753.12,757.44,757.44,757.44,766.08,766.08,767.52,763.2,758.88,758.88,760.32,768.96,760.32,756,756,758.88,753.12,748.8,760.32,760.32,751.68,751.68,748.8,741.6,740.16,735.84,737.28,735.84,741.6,748.8,740.16,728.64
05-Feb-2018,71753.76,715.68,715.68,722.88,718.56,714.24,712.8,708.48,699.84,699.84,702.72,699.84,698.4,695.52,699.84,696.96,692.64,699.84,699.84,698.4,699.84,686.88,699.84,709.92,705.6,722.88,722.88,724.32,727.2,743.04,750.24,758.88,748.8,753.12,753.12,753.12,754.56,758.88,770.4,777.6,781.92,796.32,796.32,794.88,800.64,803.52,804.96,804.96,799.2,800.64,792,794.88,792,792,794.88,797.76,799.2,807.84,803.52,799.2,794.88,792,794.88,787.68,789.12,776.16,793.44,784.8,780.48,776.16,781.92,779.04,774.72,768.96,763.2,760.32,756,745.92,738.72,738.72,734.4,735.84,735.84,731.52,717.12,712.8,717.12,717.12,717.12,715.68,724.32,714.24,714.24,712.8,705.6,701.28,699.84
06-Feb-2018,72822.24,701.28,707.04,705.6,699.84,711.36,712.8,705.6,698.4,699.84,702.72,696.96,696.96,694.08,688.32,682.56,689.76,699.84,695.52,699.84,701.28,694.08,702.72,702.72,707.04,743.04,743.04,740.16,750.24,770.4,776.16,793.44,793.44,806.4,809.28,804.96,807.84,807.84,806.4,806.4,804.96,813.6,812.16,809.28,809.28,816.48,817.92,813.6,804.96,806.4,803.52,799.2,797.76,792,789.12,792,792,793.44,797.76,794.88,796.32,800.64,796.32,799.2,800.64,797.76,793.44,793.44,797.76,794.88,793.44,796.32,792,786.24,773.28,774.72,771.84,764.64,751.68,750.24,750.24,743.04,740.16,737.28,735.84,732.96,730.08,732.96,730.08,731.52,731.52,728.64,734.4,727.2,730.08,732.96,732.96
07-Feb-2018,72496.8,730.08,722.88,727.2,725.76,727.2,728.64,727.2,728.64,732.96,722.88,720,715.68,708.48,708.48,717.12,718.56,724.32,724.32,721.44,711.36,707.04,714.24,715.68,715.68,724.32,727.2,740.16,740.16,748.8,753.12,760.32,760.32,760.32,763.2,771.84,779.04,784.8,787.68,790.56,793.44,797.76,796.32,796.32,793.44,781.92,789.12,790.56,790.56,784.8,776.16,794.88,797.76,802.08,799.2,802.08,803.52,802.08,807.84,806.4,799.2,783.36,786.24,792,796.32,800.64,800.64,799.2,797.76,784.8,777.6,779.04,779.04,774.72,781.92,777.6,777.6,770.4,760.32,750.24,740.16,743.04,727.2,725.76,727.2,725.76,721.44,725.76,717.12,714.24,715.68,721.44,714.24,702.72,709.92,699.84,702.72
08-Feb-2018,73248.48,708.48,714.24,730.08,720,717.12,717.12,724.32,724.32,712.8,712.8,714.24,714.24,712.8,721.44,711.36,709.92,698.4,696.96,695.52,694.08,695.52,702.72,707.04,702.72,727.2,734.4,745.92,753.12,761.76,766.08,771.84,771.84,780.48,783.36,789.12,790.56,793.44,804.96,797.76,802.08,809.28,804.96,806.4,803.52,804.96,816.48,816.48,820.8,820.8,817.92,807.84,806.4,815.04,804.96,810.72,810.72,809.28,804.96,802.08,800.64,809.28,807.84,803.52,800.64,796.32,794.88,792,793.44,790.56,796.32,796.32,794.88,792,792,789.12,783.36,780.48,773.28,763.2,754.56,761.76,758.88,753.12,748.8,744.48,735.84,740.16,737.28,738.72,731.52,740.16,728.64,720,727.2,728.64,722.88
09-Feb-2018,72468,728.64,731.52,730.08,724.32,725.76,722.88,730.08,728.64,725.76,730.08,728.64,722.88,715.68,707.04,704.16,712.8,721.44,725.76,721.44,721.44,728.64,721.44,732.96,735.84,744.48,740.16,738.72,751.68,764.64,768.96,773.28,773.28,776.16,770.4,773.28,780.48,787.68,787.68,786.24,789.12,792,790.56,794.88,830.88,836.64,789.12,787.68,776.16,779.04,779.04,779.04,781.92,777.6,780.48,781.92,781.92,783.36,793.44,790.56,786.24,780.48,776.16,773.28,774.72,776.16,786.24,789.12,789.12,797.76,790.56,787.68,783.36,779.04,773.28,771.84,766.08,761.76,753.12,747.36,743.04,740.16,737.28,737.28,732.96,737.28,731.52,725.76,720,715.68,712.8,709.92,708.48,695.52,691.2,696.96,698.4
10-Feb-2018,71007.84,707.04,717.12,714.24,711.36,720,714.24,717.12,717.12,711.36,709.92,711.36,718.56,724.32,715.68,711.36,705.6,705.6,701.28,704.16,711.36,707.04,705.6,702.72,701.28,714.24,720,722.88,724.32,730.08,730.08,728.64,722.88,714.24,715.68,712.8,715.68,725.76,725.76,730.08,732.96,747.36,743.04,748.8,748.8,751.68,743.04,748.8,751.68,756,744.48,744.48,748.8,743.04,743.04,747.36,757.44,757.44,751.68,741.6,754.56,770.4,771.84,768.96,763.2,763.2,767.52,758.88,760.32,768.96,767.52,761.76,768.96,767.52,779.04,823.68,813.6,802.08,767.52,763.2,761.76,764.64,758.88,756,756,753.12,747.36,757.44,751.68,744.48,737.28,741.6,737.28,732.96,728.64,735.84,730.08
11-Feb-2018,72875.52,732.96,738.72,740.16,743.04,744.48,738.72,740.16,743.04,748.8,757.44,756,750.24,744.48,745.92,743.04,741.6,743.04,732.96,738.72,738.72,743.04,735.84,737.28,730.08,745.92,754.56,747.36,753.12,760.32,766.08,764.64,763.2,763.2,763.2,757.44,760.32,763.2,777.6,776.16,768.96,771.84,766.08,756,748.8,750.24,754.56,757.44,763.2,766.08,761.76,758.88,763.2,766.08,770.4,773.28,777.6,777.6,771.84,774.72,781.92,777.6,781.92,783.36,786.24,789.12,807.84,832.32,832.32,832.32,842.4,836.64,799.2,773.28,760.32,758.88,763.2,760.32,754.56,753.12,756,724.32,685.44,699.84,745.92,747.36,756,758.88,747.36,740.16,741.6,744.48,743.04,741.6,741.6,737.28,734.4
12-Feb-2018,70022.88,727.2,725.76,728.64,721.44,717.12,728.64,737.28,738.72,760.32,750.24,757.44,753.12,740.16,732.96,731.52,720,727.2,730.08,727.2,714.24,705.6,722.88,735.84,732.96,740.16,735.84,732.96,732.96,741.6,741.6,741.6,758.88,770.4,754.56,758.88,764.64,799.2,804.96,790.56,783.36,780.48,728.64,725.76,721.44,730.08,728.64,728.64,734.4,741.6,743.04,734.4,721.44,741.6,743.04,741.6,731.52,730.08,735.84,737.28,734.4,728.64,718.56,717.12,725.76,728.64,709.92,715.68,718.56,730.08,722.88,717.12,738.72,725.76,728.64,717.12,717.12,721.44,707.04,708.48,695.52,704.16,702.72,695.52,707.04,705.6,705.6,699.84,702.72,699.84,698.4,702.72,698.4,691.2,694.08,694.08,695.52
13-Feb-2018,72024.48,694.08,695.52,712.8,715.68,707.04,702.72,698.4,698.4,691.2,695.52,695.52,689.76,663.84,672.48,663.84,676.8,668.16,682.56,679.68,658.08,672.48,679.68,696.96,695.52,721.44,721.44,701.28,717.12,741.6,738.72,744.48,744.48,743.04,732.96,740.16,747.36,757.44,794.88,800.64,803.52,804.96,761.76,848.16,840.96,819.36,822.24,836.64,836.64,840.96,829.44,822.24,810.72,815.04,826.56,823.68,823.68,833.76,833.76,832.32,825.12,828,833.76,830.88,826.56,829.44,826.56,823.68,833.76,843.84,866.88,849.6,789.12,745.92,740.16,740.16,732.96,728.64,718.56,720,720,718.56,714.24,714.24,711.36,704.16,707.04,702.72,702.72,698.4,699.84,701.28,695.52,689.76,702.72,695.52,692.64
14-Feb-2018,72097.92,691.2,689.76,685.44,698.4,694.08,689.76,682.56,686.88,688.32,691.2,689.76,696.96,698.4,686.88,679.68,682.56,689.76,689.76,688.32,689.76,684,689.76,704.16,696.96,701.28,704.16,707.04,715.68,708.48,712.8,493.92,635.04,781.92,790.56,800.64,806.4,800.64,807.84,810.72,817.92,819.36,829.44,839.52,829.44,799.2,797.76,789.12,794.88,807.84,807.84,826.56,819.36,819.36,822.24,815.04,816.48,819.36,820.8,816.48,797.76,794.88,797.76,800.64,800.64,799.2,792,787.68,790.56,792,793.44,789.12,789.12,781.92,783.36,780.48,773.28,768.96,761.76,758.88,756,748.8,745.92,737.28,737.28,734.4,737.28,740.16,735.84,738.72,734.4,735.84,738.72,727.2,721.44,718.56,727.2
15-Feb-2018,70214.4,732.96,735.84,725.76,717.12,722.88,717.12,721.44,714.24,712.8,707.04,709.92,711.36,708.48,704.16,705.6,709.92,714.24,714.24,709.92,708.48,722.88,714.24,721.44,721.44,731.52,728.64,731.52,740.16,750.24,750.24,753.12,754.56,748.8,757.44,763.2,771.84,776.16,773.28,770.4,779.04,770.4,767.52,761.76,764.64,773.28,773.28,760.32,767.52,760.32,745.92,781.92,740.16,732.96,757.44,763.2,748.8,758.88,776.16,766.08,761.76,757.44,757.44,763.2,763.2,761.76,756,758.88,756,753.12,758.88,761.76,754.56,728.64,721.44,724.32,718.56,711.36,702.72,698.4,696.96,701.28,694.08,688.32,689.76,701.28,695.52,688.32,684,681.12,678.24,684,681.12,669.6,645.12,656.64,675.36
16-Feb-2018,66853.44,666.72,660.96,662.4,666.72,665.28,662.4,662.4,665.28,653.76,676.8,669.6,652.32,646.56,642.24,635.04,640.8,646.56,645.12,640.8,642.24,652.32,655.2,685.44,688.32,689.76,688.32,684,671.04,676.8,684,698.4,699.84,696.96,722.88,732.96,725.76,731.52,737.28,745.92,734.4,725.76,735.84,738.72,740.16,744.48,738.72,738.72,735.84,732.96,735.84,747.36,741.6,741.6,747.36,750.24,744.48,757.44,764.64,754.56,737.28,732.96,731.52,743.04,734.4,734.4,747.36,731.52,727.2,728.64,724.32,730.08,720,699.84,694.08,696.96,699.84,692.64,679.68,672.48,672.48,682.56,679.68,673.92,673.92,681.12,678.24,682.56,675.36,663.84,659.52,671.04,660.96,650.88,658.08,607.68,601.92
17-Feb-2018,68447.52,612,617.76,617.76,624.96,622.08,623.52,623.52,612,609.12,613.44,619.2,626.4,646.56,624.96,624.96,623.52,624.96,616.32,624.96,629.28,617.76,620.64,624.96,627.84,636.48,639.36,646.56,662.4,679.68,734.4,741.6,692.64,689.76,694.08,688.32,686.88,691.2,695.52,702.72,741.6,741.6,744.48,744.48,748.8,754.56,756,764.64,764.64,763.2,771.84,773.28,767.52,763.2,761.76,761.76,761.76,763.2,760.32,766.08,770.4,771.84,771.84,771.84,768.96,768.96,771.84,776.16,783.36,779.04,770.4,776.16,780.48,767.52,768.96,773.28,774.72,768.96,761.76,756,748.8,748.8,748.8,738.72,735.84,740.16,741.6,743.04,745.92,748.8,754.56,748.8,738.72,738.72,740.16,737.28,731.52
18-Feb-2018,71835.84,738.72,740.16,738.72,745.92,738.72,731.52,735.84,730.08,728.64,725.76,728.64,737.28,738.72,725.76,722.88,720,722.88,721.44,730.08,721.44,724.32,725.76,728.64,708.48,720,730.08,737.28,730.08,740.16,748.8,747.36,745.92,750.24,745.92,748.8,751.68,753.12,754.56,754.56,756,757.44,758.88,764.64,766.08,771.84,766.08,763.2,766.08,764.64,770.4,767.52,768.96,767.52,768.96,771.84,768.96,774.72,761.76,768.96,774.72,767.52,764.64,768.96,768.96,770.4,768.96,770.4,773.28,777.6,771.84,771.84,774.72,760.32,767.52,767.52,773.28,766.08,747.36,738.72,744.48,743.04,734.4,737.28,737.28,734.4,732.96,737.28,732.96,728.64,734.4,740.16,738.72,732.96,732.96,735.84,720
19-Feb-2018,69814.08,718.56,717.12,717.12,714.24,720,724.32,720,717.12,707.04,708.48,701.28,707.04,707.04,702.72,695.52,699.84,704.16,701.28,704.16,694.08,694.08,701.28,708.48,712.8,718.56,718.56,714.24,721.44,720,720,728.64,732.96,720,707.04,711.36,711.36,718.56,727.2,711.36,701.28,711.36,717.12,724.32,728.64,730.08,730.08,734.4,732.96,727.2,735.84,747.36,751.68,754.56,753.12,758.88,760.32,748.8,734.4,784.8,786.24,779.04,776.16,750.24,754.56,756,761.76,753.12,758.88,751.68,756,754.56,753.12,745.92,748.8,744.48,744.48,738.72,740.16,735.84,734.4,732.96,724.32,725.76,731.52,715.68,720,714.24,714.24,709.92,709.92,714.24,709.92,709.92,711.36,705.6,694.08
20-Feb-2018,69780.96,698.4,689.76,686.88,705.6,715.68,705.6,705.6,704.16,702.72,717.12,696.96,691.2,689.76,681.12,675.36,676.8,684,688.32,681.12,679.68,675.36,684,696.96,699.84,734.4,737.28,727.2,731.52,743.04,751.68,740.16,743.04,737.28,728.64,753.12,756,763.2,758.88,764.64,773.28,766.08,766.08,783.36,786.24,783.36,786.24,784.8,783.36,802.08,794.88,784.8,780.48,790.56,796.32,806.4,815.04,820.8,804.96,800.64,787.68,757.44,747.36,744.48,745.92,760.32,761.76,756,758.88,757.44,758.88,767.52,758.88,731.52,718.56,715.68,704.16,698.4,694.08,691.2,685.44,676.8,676.8,668.16,659.52,658.08,660.96,669.6,668.16,666.72,658.08,671.04,681.12,666.72,660.96,660.96,663.84
21-Feb-2018,70162.56,663.84,655.2,649.44,652.32,646.56,637.92,635.04,632.16,630.72,623.52,635.04,629.28,629.28,619.2,617.76,619.2,629.28,627.84,620.64,609.12,617.76,622.08,635.04,665.28,707.04,709.92,688.32,684,691.2,692.64,696.96,704.16,720,731.52,734.4,741.6,753.12,757.44,764.64,768.96,773.28,783.36,786.24,789.12,792,802.08,815.04,815.04,815.04,816.48,823.68,815.04,823.68,823.68,829.44,828,836.64,835.2,842.4,843.84,852.48,849.6,851.04,845.28,835.2,833.76,832.32,839.52,842.4,839.52,839.52,843.84,815.04,797.76,794.88,789.12,784.8,783.36,777.6,741.6,725.76,718.56,714.24,707.04,702.72,699.84,681.12,662.4,652.32,637.92,646.56,652.32,637.92,635.04,632.16,629.28
22-Feb-2018,66240,622.08,614.88,614.88,623.52,622.08,610.56,620.64,633.6,616.32,604.8,604.8,600.48,599.04,599.04,617.76,620.64,599.04,599.04,597.6,609.12,614.88,614.88,616.32,627.84,633.6,635.04,626.4,620.64,620.64,629.28,637.92,639.36,665.28,708.48,720,732.96,732.96,745.92,743.04,676.8,675.36,671.04,676.8,686.88,695.52,692.64,688.32,682.56,678.24,675.36,678.24,682.56,702.72,702.72,715.68,732.96,750.24,758.88,758.88,751.68,757.44,758.88,761.76,781.92,781.92,786.24,787.68,771.84,777.6,777.6,777.6,768.96,754.56,753.12,744.48,747.36,743.04,737.28,741.6,728.64,735.84,724.32,734.4,717.12,725.76,718.56,712.8,722.88,714.24,717.12,721.44,722.88,695.52,698.4,698.4,711.36
23-Feb-2018,69248.16,698.4,705.6,696.96,701.28,701.28,699.84,688.32,679.68,698.4,692.64,676.8,686.88,676.8,684,682.56,675.36,678.24,682.56,688.32,689.76,679.68,689.76,698.4,695.52,709.92,711.36,711.36,712.8,718.56,715.68,705.6,718.56,718.56,722.88,727.2,753.12,761.76,751.68,750.24,743.04,753.12,757.44,748.8,738.72,744.48,738.72,741.6,745.92,743.04,745.92,745.92,735.84,748.8,748.8,743.04,747.36,753.12,751.68,756,758.88,757.44,753.12,753.12,751.68,753.12,763.2,763.2,761.76,757.44,761.76,756,753.12,738.72,738.72,738.72,731.52,725.76,725.76,722.88,721.44,715.68,711.36,709.92,717.12,718.56,709.92,705.6,698.4,695.52,694.08,692.64,686.88,682.56,682.56,681.12,691.2
24-Feb-2018,70875.36,712.8,704.16,709.92,718.56,721.44,715.68,714.24,708.48,705.6,708.48,708.48,708.48,709.92,712.8,704.16,701.28,707.04,707.04,708.48,704.16,702.72,705.6,708.48,704.16,717.12,714.24,712.8,717.12,720,714.24,722.88,721.44,707.04,714.24,707.04,704.16,707.04,712.8,717.12,728.64,810.72,797.76,773.28,771.84,768.96,766.08,764.64,767.52,761.76,764.64,774.72,770.4,764.64,773.28,771.84,779.04,771.84,774.72,773.28,777.6,773.28,777.6,773.28,774.72,783.36,787.68,774.72,774.72,773.28,777.6,783.36,784.8,780.48,780.48,776.16,744.48,722.88,730.08,725.76,728.64,731.52,721.44,727.2,725.76,721.44,724.32,730.08,728.64,725.76,725.76,734.4,732.96,727.2,720,722.88,720
25-Feb-2018,67468.32,715.68,704.16,696.96,714.24,717.12,714.24,721.44,708.48,704.16,701.28,692.64,689.76,681.12,668.16,671.04,675.36,675.36,672.48,673.92,684,685.44,684,671.04,672.48,679.68,678.24,678.24,679.68,668.16,662.4,665.28,668.16,675.36,699.84,702.72,701.28,702.72,704.16,708.48,708.48,715.68,708.48,709.92,709.92,699.84,712.8,718.56,717.12,714.24,724.32,725.76,725.76,732.96,724.32,721.44,728.64,730.08,732.96,731.52,725.76,718.56,720,711.36,712.8,714.24,717.12,714.24,720,722.88,721.44,724.32,720,715.68,722.88,727.2,722.88,715.68,704.16,699.84,702.72,702.72,695.52,695.52,696.96,696.96,694.08,695.52,696.96,694.08,698.4,696.96,702.72,692.64,705.6,701.28,686.88
26-Feb-2018,66624.48,671.04,671.04,675.36,672.48,673.92,669.6,672.48,675.36,673.92,668.16,671.04,665.28,668.16,666.72,666.72,663.84,668.16,672.48,665.28,663.84,658.08,659.52,673.92,669.6,679.68,679.68,678.24,675.36,681.12,686.88,675.36,685.44,679.68,679.68,673.92,694.08,702.72,702.72,702.72,705.6,707.04,711.36,711.36,711.36,707.04,714.24,715.68,714.24,711.36,722.88,722.88,717.12,714.24,712.8,728.64,734.4,735.84,743.04,738.72,745.92,743.04,732.96,734.4,738.72,735.84,730.08,732.96,731.52,727.2,730.08,731.52,720,715.68,707.04,704.16,699.84,689.76,689.76,695.52,685.44,686.88,685.44,684,681.12,678.24,675.36,671.04,673.92,676.8,671.04,675.36,678.24,663.84,665.28,659.52,663.84
27-Feb-2018,67533.12,658.08,662.4,668.16,672.48,663.84,660.96,658.08,655.2,649.44,649.44,652.32,653.76,659.52,648,649.44,645.12,646.56,650.88,646.56,649.44,656.64,668.16,666.72,660.96,692.64,699.84,699.84,702.72,705.6,712.8,711.36,711.36,702.72,698.4,705.6,712.8,717.12,718.56,722.88,725.76,730.08,720,725.76,740.16,740.16,741.6,745.92,744.48,748.8,741.6,744.48,753.12,748.8,753.12,761.76,757.44,760.32,748.8,758.88,761.76,757.44,754.56,756,757.44,761.76,763.2,761.76,760.32,766.08,764.64,768.96,753.12,734.4,727.2,722.88,712.8,704.16,699.84,695.52,692.64,682.56,679.68,672.48,669.6,671.04,675.36,673.92,676.8,673.92,669.6,669.6,668.16,658.08,653.76,652.32,652.32
28-Feb-2018,67079.52,650.88,656.64,652.32,652.32,659.52,656.64,655.2,655.2,653.76,649.44,648,646.56,643.68,639.36,636.48,639.36,640.8,640.8,643.68,640.8,633.6,645.12,653.76,658.08,673.92,665.28,663.84,666.72,679.68,678.24,688.32,694.08,694.08,695.52,704.16,698.4,705.6,701.28,717.12,709.92,707.04,722.88,724.32,718.56,711.36,722.88,722.88,727.2,727.2,728.64,724.32,734.4,771.84,813.6,770.4,771.84,760.32,754.56,763.2,763.2,758.88,754.56,754.56,756,750.24,751.68,750.24,753.12,753.12,756,758.88,750.24,725.76,720,722.88,714.24,707.04,709.92,701.28,702.72,696.96,695.52,698.4,692.64,689.76,688.32,689.76,685.44,678.24,676.8,681.12,672.48,663.84,665.28,662.4,662.4
01-Mar-2018,66723.84,660.96,656.64,659.52,659.52,658.08,653.76,656.64,656.64,652.32,653.76,650.88,658.08,649.44,643.68,639.36,643.68,646.56,645.12,642.24,646.56,642.24,650.88,668.16,669.6,681.12,679.68,673.92,678.24,686.88,698.4,704.16,714.24,707.04,717.12,720,720,724.32,728.64,731.52,740.16,747.36,748.8,751.68,756,750.24,747.36,741.6,758.88,747.36,758.88,768.96,764.64,760.32,758.88,760.32,757.44,748.8,756,756,745.92,743.04,741.6,735.84,743.04,727.2,728.64,720,725.76,724.32,722.88,728.64,714.24,701.28,691.2,686.88,684,675.36,681.12,672.48,673.92,669.6,665.28,666.72,659.52,658.08,650.88,649.44,656.64,652.32,655.2,658.08,643.68,635.04,642.24,643.68,640.8
02-Mar-2018,67776.48,655.2,675.36,696.96,702.72,702.72,692.64,678.24,678.24,684,686.88,682.56,696.96,689.76,685.44,686.88,669.6,633.6,619.2,616.32,622.08,617.76,624.96,630.72,640.8,650.88,659.52,652.32,655.2,671.04,686.88,698.4,695.52,708.48,702.72,705.6,712.8,717.12,720,714.24,711.36,741.6,747.36,743.04,741.6,740.16,741.6,741.6,744.48,741.6,740.16,743.04,751.68,748.8,757.44,756,753.12,753.12,757.44,754.56,758.88,758.88,761.76,756,754.56,754.56,751.68,751.68,753.12,753.12,754.56,761.76,753.12,737.28,709.92,724.32,721.44,720,708.48,698.4,695.52,704.16,702.72,698.4,695.52,696.96,694.08,686.88,682.56,692.64,694.08,691.2,689.76,673.92,671.04,660.96,672.48
03-Mar-2018,67908.96,691.2,695.52,702.72,704.16,696.96,685.44,682.56,679.68,678.24,679.68,681.12,678.24,682.56,678.24,676.8,675.36,673.92,681.12,684,686.88,681.12,686.88,689.76,684,695.52,696.96,694.08,698.4,698.4,695.52,685.44,692.64,692.64,705.6,704.16,711.36,712.8,715.68,712.8,712.8,718.56,722.88,724.32,727.2,725.76,731.52,725.76,721.44,715.68,722.88,722.88,730.08,728.64,730.08,731.52,732.96,727.2,735.84,728.64,727.2,731.52,730.08,734.4,732.96,728.64,732.96,731.52,732.96,735.84,731.52,731.52,731.52,732.96,734.4,725.76,717.12,715.68,714.24,712.8,708.48,720,709.92,708.48,715.68,711.36,702.72,709.92,708.48,695.52,694.08,685.44,679.68,671.04,689.76,684,684
04-Mar-2018,67389.12,685.44,688.32,695.52,684,689.76,675.36,678.24,672.48,675.36,689.76,694.08,684,673.92,668.16,668.16,666.72,665.28,671.04,672.48,679.68,672.48,673.92,675.36,672.48,685.44,681.12,682.56,685.44,696.96,704.16,714.24,708.48,705.6,704.16,705.6,695.52,649.44,685.44,698.4,701.28,702.72,708.48,705.6,707.04,709.92,711.36,708.48,708.48,715.68,709.92,711.36,717.12,714.24,714.24,717.12,712.8,715.68,712.8,712.8,715.68,715.68,718.56,715.68,718.56,717.12,718.56,722.88,730.08,731.52,728.64,738.72,734.4,735.84,725.76,731.52,734.4,731.52,727.2,728.64,731.52,727.2,720,712.8,717.12,709.92,712.8,712.8,714.24,701.28,696.96,698.4,671.04,699.84,705.6,660.96,684
05-Mar-2018,68273.28,660.96,684,682.56,669.6,665.28,678.24,643.68,672.48,668.16,645.12,671.04,639.36,656.64,658.08,652.32,626.4,666.72,642.24,658.08,660.96,656.64,629.28,678.24,681.12,694.08,692.64,686.88,692.64,701.28,708.48,705.6,717.12,728.64,722.88,728.64,738.72,743.04,748.8,751.68,758.88,753.12,760.32,758.88,764.64,766.08,768.96,770.4,763.2,757.44,758.88,761.76,758.88,756,767.52,768.96,760.32,758.88,764.64,763.2,754.56,750.24,747.36,753.12,756,751.68,744.48,747.36,750.24,745.92,747.36,747.36,745.92,718.56,724.32,718.56,711.36,705.6,704.16,698.4,701.28,704.16,685.44,691.2,696.96,691.2,689.76,692.64,692.64,691.2,691.2,685.44,685.44,676.8,684,673.92,668.16
06-Mar-2018,67985.28,673.92,682.56,686.88,685.44,686.88,689.76,689.76,675.36,673.92,679.68,675.36,666.72,668.16,671.04,675.36,672.48,666.72,662.4,659.52,652.32,653.76,659.52,673.92,678.24,711.36,699.84,672.48,685.44,702.72,715.68,727.2,731.52,735.84,735.84,747.36,751.68,756,754.56,756,760.32,764.64,753.12,745.92,750.24,750.24,745.92,741.6,741.6,740.16,738.72,738.72,735.84,734.4,734.4,731.52,732.96,738.72,728.64,730.08,731.52,734.4,730.08,735.84,734.4,734.4,734.4,732.96,737.28,735.84,738.72,741.6,727.2,717.12,717.12,714.24,708.48,707.04,698.4,701.28,696.96,689.76,692.64,689.76,681.12,678.24,678.24,681.12,685.44,684,685.44,685.44,679.68,679.68,665.28,675.36,663.84
07-Mar-2018,69536.16,660.96,668.16,676.8,672.48,671.04,673.92,666.72,671.04,671.04,669.6,655.2,653.76,653.76,642.24,648,656.64,653.76,650.88,645.12,648,646.56,650.88,672.48,676.8,676.8,665.28,675.36,675.36,685.44,692.64,691.2,712.8,712.8,714.24,721.44,728.64,732.96,732.96,721.44,691.2,698.4,727.2,712.8,725.76,720,728.64,722.88,720,730.08,728.64,730.08,743.04,794.88,792,790.56,794.88,800.64,802.08,797.76,793.44,789.12,790.56,794.88,790.56,790.56,793.44,789.12,786.24,789.12,790.56,790.56,784.8,771.84,773.28,771.84,770.4,768.96,760.32,764.64,763.2,760.32,758.88,757.44,745.92,745.92,737.28,737.28,735.84,725.76,727.2,725.76,731.52,728.64,718.56,718.56,717.12
